date,region,infected,recovered,dead
2020-04-23,Приморский край,185,13,2
2020-04-24,Приморский край,220,23,2
2020-04-25,Приморский край,254,32,2
2020-04-26,Приморский край,278,33,3
2020-04-27,Приморский край,302,33,3
2020-04-28,Приморский край,347,33,3
2020-04-29,Приморский край,367,33,3
2020-04-30,Приморский край,403,33,3
2020-05-01,Приморский край,430,59,4
2020-05-02,Приморский край,455,61,4
2020-05-03,Приморский край,494,66,4
2020-05-04,Приморский край,547,73,4
2020-05-05,Приморский край,635,105,7
2020-05-06,Приморский край,684,112,8
2020-05-07,Приморский край,727,130,10
2020-05-08,Приморский край,763,150,10
2020-05-09,Приморский край,808,181,10
2020-05-10,Приморский край,856,193,10
2020-05-11,Приморский край,907,213,10
2020-05-12,Приморский край,955,240,12
2020-05-13,Приморский край,1008,268,12
2020-05-14,Приморский край,1057,307,12
2020-05-15,Приморский край,1110,340,12
2020-05-16,Приморский край,1197,389,12
2020-05-17,Приморский край,1268,399,12
2020-05-18,Приморский край,1339,410,14
2020-05-19,Приморский край,1402,459,14
2020-05-20,Приморский край,1446,487,14
2020-05-21,Приморский край,1495,514,14
2020-04-21,Республика Саха (Якутия),111,16,0
2020-04-22,Республика Саха (Якутия),116,16,0
2020-04-23,Республика Саха (Якутия),128,17,0
2020-04-24,Республика Саха (Якутия),137,17,0
2020-04-25,Республика Саха (Якутия),141,18,0
2020-04-26,Республика Саха (Якутия),152,18,0
2020-04-27,Республика Саха (Якутия),159,18,1
2020-04-28,Республика Саха (Якутия),166,18,1
2020-04-29,Республика Саха (Якутия),183,25,2
2020-04-30,Республика Саха (Якутия),207,27,3
2020-05-01,Республика Саха (Якутия),229,29,3
2020-05-02,Республика Саха (Якутия),263,35,3
2020-05-03,Республика Саха (Якутия),282,39,4
2020-05-04,Республика Саха (Якутия),311,43,4
2020-05-05,Республика Саха (Якутия),331,44,4
2020-05-06,Республика Саха (Якутия),348,46,4
2020-05-07,Республика Саха (Якутия),385,66,4
2020-05-08,Республика Саха (Якутия),437,66,4
2020-05-09,Республика Саха (Якутия),477,83,4
2020-05-10,Республика Саха (Якутия),510,106,4
2020-05-11,Республика Саха (Якутия),551,120,4
2020-05-12,Республика Саха (Якутия),606,139,4
2020-05-13,Республика Саха (Якутия),652,189,4
2020-05-14,Республика Саха (Якутия),687,211,4
2020-05-15,Республика Саха (Якутия),722,246,4
2020-05-16,Республика Саха (Якутия),785,278,4
2020-05-17,Республика Саха (Якутия),828,313,4
2020-05-18,Республика Саха (Якутия),869,320,4
2020-05-19,Республика Саха (Якутия),914,355,4
2020-05-20,Республика Саха (Якутия),960,372,5
2020-05-21,Республика Саха (Якутия),997,449,6
2020-04-21,Сахалинская область,19,8,0
2020-04-22,Сахалинская область,19,8,0
2020-04-23,Сахалинская область,19,8,0
2020-04-24,Сахалинская область,20,8,0
2020-04-25,Сахалинская область,20,13,0
2020-04-26,Сахалинская область,20,13,0
2020-04-27,Сахалинская область,21,15,0
2020-04-28,Сахалинская область,22,17,0
2020-04-29,Сахалинская область,22,19,0
2020-04-30,Сахалинская область,23,19,0
2020-05-01,Сахалинская область,24,19,0
2020-05-02,Сахалинская область,24,19,0
2020-05-03,Сахалинская область,26,19,0
2020-05-04,Сахалинская область,28,19,0
2020-05-05,Сахалинская область,29,20,0
2020-05-06,Сахалинская область,29,20,0
2020-05-07,Сахалинская область,31,20,0
2020-05-08,Сахалинская область,31,20,0
2020-05-09,Сахалинская область,37,20,0
2020-05-10,Сахалинская область,37,20,0
2020-05-11,Сахалинская область,38,20,0
2020-05-12,Сахалинская область,41,20,0
2020-05-13,Сахалинская область,42,22,0
2020-05-14,Сахалинская область,44,25,0
2020-05-15,Сахалинская область,45,27,0
2020-05-16,Сахалинская область,48,28,0
2020-05-17,Сахалинская область,50,28,0
2020-05-18,Сахалинская область,50,29,0
2020-05-19,Сахалинская область,56,29,0
2020-05-20,Сахалинская область,57,29,0
2020-05-21,Сахалинская область,59,33,0
2020-04-21,Хабаровский край,243,16,5
2020-04-22,Хабаровский край,272,18,5
2020-04-23,Хабаровский край,310,19,5
2020-04-24,Хабаровский край,351,21,5
2020-04-25,Хабаровский край,379,22,5
2020-04-26,Хабаровский край,406,22,5
2020-04-27,Хабаровский край,439,22,5
2020-04-28,Хабаровский край,467,25,5
2020-04-29,Хабаровский край,498,53,5
2020-04-30,Хабаровский край,536,73,5
2020-05-01,Хабаровский край,566,73,5
2020-05-02,Хабаровский край,595,99,7
2020-05-03,Хабаровский край,629,117,7
2020-05-04,Хабаровский край,668,122,7
2020-05-05,Хабаровский край,699,172,7
2020-05-06,Хабаровский край,738,204,7
2020-05-07,Хабаровский край,781,234,7
2020-05-08,Хабаровский край,821,256,7
2020-05-09,Хабаровский край,862,345,7
2020-05-10,Хабаровский край,896,345,7
2020-05-11,Хабаровский край,935,365,7
2020-05-12,Хабаровский край,977,407,7
2020-05-13,Хабаровский край,1023,421,7
2020-05-14,Хабаровский край,1074,451,7
2020-05-15,Хабаровский край,1126,497,7
2020-05-16,Хабаровский край,1176,503,9
2020-05-17,Хабаровский край,1223,547,9
2020-05-18,Хабаровский край,1273,573,9
2020-05-19,Хабаровский край,1325,577,9
2020-05-20,Хабаровский край,1380,617,9
2020-05-21,Хабаровский край,1444,641,9
2020-04-21,Забайкальский край,50,4,0
2020-04-22,Забайкальский край,61,5,0
2020-04-23,Забайкальский край,64,5,0
2020-04-24,Забайкальский край,73,7,0
2020-04-25,Забайкальский край,83,13,0
2020-04-26,Забайкальский край,90,13,0
2020-04-27,Забайкальский край,96,14,0
2020-04-28,Забайкальский край,103,14,0
2020-04-29,Забайкальский край,109,25,0
2020-04-30,Забайкальский край,114,26,0
2020-05-01,Забайкальский край,134,39,0
2020-05-02,Забайкальский край,155,49,0
2020-05-03,Забайкальский край,167,53,0
2020-05-04,Забайкальский край,198,67,0
2020-05-05,Забайкальский край,215,78,0
2020-05-06,Забайкальский край,238,83,0
2020-05-07,Забайкальский край,254,88,0
2020-05-08,Забайкальский край,262,92,0
2020-05-09,Забайкальский край,272,104,0
2020-05-10,Забайкальский край,305,111,0
2020-05-11,Забайкальский край,344,115,0
2020-05-12,Забайкальский край,364,132,1
2020-05-13,Забайкальский край,386,140,1
2020-05-14,Забайкальский край,432,157,1
2020-05-15,Забайкальский край,454,178,2
2020-05-16,Забайкальский край,486,195,3
2020-05-17,Забайкальский край,510,212,4
2020-05-18,Забайкальский край,550,225,5
2020-05-19,Забайкальский край,595,254,6
2020-05-20,Забайкальский край,615,268,7
2020-05-21,Забайкальский край,646,301,7
2020-04-21,Россия,52763,3873,456
2020-04-22,Россия,57999,4420,513
2020-04-23,Россия,62773,4891,555
2020-04-24,Россия,68622,5568,615
2020-04-25,Россия,74588,6250,681
2020-04-26,Россия,80949,6767,743
2020-04-27,Россия,87147,7346,794
2020-04-28,Россия,93558,8456,864
2020-04-29,Россия,99399,10286,972
2020-04-30,Россия,106498,11619,1073
2020-05-01,Россия,114431,13220,1165
2020-05-02,Россия,124054,15013,1222
2020-05-03,Россия,134687,16639,1280
2020-05-04,Россия,145268,18095,1356
2020-05-05,Россия,155370,19865,1451
2020-05-06,Россия,165929,21327,1537
2020-05-07,Россия,177160,23803,1625
2020-05-08,Россия,187859,26608,1723
2020-05-09,Россия,198676,31916,1827
2020-05-10,Россия,209688,34306,1915
2020-05-11,Россия,221344,39801,2009
2020-05-12,Россия,232243,43512,2116
2020-05-13,Россия,242271,48003,2212
2020-05-14,Россия,252245,53530,2305
2020-05-15,Россия,262843,58226,2418
2020-05-16,Россия,272043,63166,2537
2020-05-17,Россия,281752,67373,2631
2020-05-18,Россия,290678,70209,2722
2020-05-19,Россия,299941,76130,2837
2020-05-20,Россия,308705,85392,2972
2020-05-21,Россия,317554,92681,3099
